"prfInformationCarrier";"prfYear";"prfPrdOilNetMillSm3";"prfPrdGasNetBillSm3";"prfPrdNGLNetMillSm3";"prfPrdCondensateNetMillSm3";"prfPrdOeNetMillSm3";"prfPrdProducedWaterInFieldMillSm3";"prfNpdidInformationCarrier"
"URD";"2006";"2.045";"0.069";"0.018";"0.000";"2.132";"0.351";"2834734"
"URD";"2007";"0.846";"0.032";"0.008";"0.000";"0.886";"0.527";"2834734"
"URD";"2008";"0.510";"0.021";"0.006";"0.000";"0.537";"0.494";"2834734"
"URD";"2009";"0.363";"0.007";"0.002";"0.000";"0.372";"0.401";"2834734"
"URD";"2010";"0.414";"0.003";"0.001";"0.000";"0.418";"0.736";"2834734"
"URD";"2011";"0.314";"0.002";"0.000";"0.000";"0.316";"0.581";"2834734"
"URD";"2012";"0.325";"0.002";"0.001";"0.000";"0.328";"0.694";"2834734"
"URD";"2013";"0.273";"0.032";"0.007";"0.000";"0.312";"0.572";"2834734"
"URD";"2014";"0.388";"0.065";"0.015";"0.000";"0.467";"0.596";"2834734"
"URD";"2015";"0.257";"0.017";"0.003";"0.000";"0.277";"0.878";"2834734"
"URD";"2016";"0.260";"0.020";"0.003";"0.000";"0.283";"0.591";"2834734"
"URD";"2017";"0.518";"0.008";"0.001";"0.000";"0.526";"0.645";"2834734"
"URD";"2018";"0.275";"0.000";"0.000";"0.000";"0.275";"0.685";"2834734"
"URD";"2019";"0.182";"0.000";"0.000";"0.000";"0.182";"0.623";"2834734"
"URD";"2020";"0.127";"0.000";"0.000";"0.000";"0.127";"0.500";"2834734"
"URD";"2021";"0.181";"0.000";"0.000";"0.000";"0.181";"0.564";"2834734"
"URD";"2022";"0.246";"0.000";"0.000";"0.000";"0.246";"0.834";"2834734"
"URD";"2023";"0.085";"0.000";"0.000";"0.000";"0.085";"0.579";"2834734"
"UTGARD";"2019";"0.199";"0.160";"0.067";"0.000";"0.427";"0.001";"28975098"
"UTGARD";"2020";"0.327";"0.316";"0.123";"0.000";"0.767";"0.131";"28975098"
"UTGARD";"2021";"0.162";"0.209";"0.055";"0.000";"0.427";"0.060";"28975098"
"UTGARD";"2022";"0.090";"0.113";"0.014";"0.000";"0.217";"0.070";"28975098"
"UTGARD";"2023";"0.051";"0.094";"0.007";"0.000";"0.152";"0.018";"28975098"
"VALE";"2002";"0.054";"0.000";"0.000";"0.000";"0.054";"0.000";"1578893"
"VALE";"2003";"0.153";"0.119";"0.000";"0.000";"0.272";"0.000";"1578893"
"VALE";"2004";"0.160";"0.132";"0.000";"0.000";"0.292";"0.000";"1578893"
"VALE";"2005";"0.077";"0.062";"0.000";"0.000";"0.139";"0.000";"1578893"
"VALE";"2006";"0.178";"0.146";"0.000";"0.000";"0.324";"0.000";"1578893"
"VALE";"2007";"0.173";"0.136";"0.000";"0.000";"0.310";"0.000";"1578893"
"VALE";"2008";"0.204";"0.173";"0.000";"0.000";"0.376";"0.000";"1578893"
"VALE";"2009";"0.183";"0.156";"0.000";"0.000";"0.339";"0.000";"1578893"
"VALE";"2010";"0.008";"0.009";"0.000";"0.000";"0.017";"0.000";"1578893"
"VALE";"2011";"0.016";"0.015";"0.000";"0.000";"0.031";"0.000";"1578893"
"VALE";"2012";"0.125";"0.122";"0.000";"0.000";"0.246";"0.000";"1578893"
"VALE";"2013";"0.178";"0.181";"0.000";"0.000";"0.359";"0.000";"1578893"
"VALE";"2014";"0.203";"0.233";"0.000";"0.000";"0.436";"0.000";"1578893"
"VALE";"2015";"0.267";"0.292";"0.000";"0.000";"0.560";"0.000";"1578893"
"VALE";"2016";"0.151";"0.136";"0.000";"0.000";"0.286";"0.000";"1578893"
"VALE";"2017";"0.077";"0.070";"0.000";"0.000";"0.147";"0.000";"1578893"
"VALE";"2018";"0.024";"0.009";"0.000";"0.000";"0.033";"0.000";"1578893"
"VALE";"2019";"0.036";"0.001";"0.000";"0.000";"0.037";"0.000";"1578893"
"VALE";"2020";"0.162";"0.070";"0.000";"0.000";"0.232";"0.025";"1578893"
"VALE";"2021";"0.165";"0.194";"0.000";"0.000";"0.358";"0.018";"1578893"
"VALE";"2022";"0.150";"0.160";"0.000";"0.000";"0.310";"0.014";"1578893"
"VALE";"2023";"0.102";"0.094";"0.000";"0.000";"0.196";"0.008";"1578893"
"VALEMON";"2015";"0.266";"1.516";"0.028";"0.000";"1.811";"0.032";"20460969"
"VALEMON";"2016";"0.451";"2.846";"0.012";"0.000";"3.308";"0.111";"20460969"
"VALEMON";"2017";"0.319";"2.599";"0.011";"0.000";"2.929";"0.080";"20460969"
"VALEMON";"2018";"0.301";"2.367";"0.006";"0.000";"2.673";"0.103";"20460969"
"VALEMON";"2019";"0.185";"1.546";"0.003";"0.000";"1.734";"0.107";"20460969"
"VALEMON";"2020";"0.118";"1.023";"0.005";"0.000";"1.146";"0.068";"20460969"
"VALEMON";"2021";"0.083";"0.644";"0.002";"0.000";"0.729";"0.051";"20460969"
"VALEMON";"2022";"0.094";"0.504";"0.001";"0.000";"0.599";"0.046";"20460969"
"VALEMON";"2023";"0.048";"0.316";"0.004";"0.000";"0.369";"0.030";"20460969"
"VALHALL";"1982";"0.085";"0.000";"0.002";"0.000";"0.087";"0.000";"43548"
"VALHALL";"1983";"0.967";"0.101";"0.067";"0.000";"1.135";"0.000";"43548"
"VALHALL";"1984";"2.843";"0.513";"0.242";"0.000";"3.598";"0.000";"43548"
"VALHALL";"1985";"2.781";"0.468";"0.313";"0.000";"3.562";"0.000";"43548"
"VALHALL";"1986";"2.538";"0.430";"0.277";"0.000";"3.245";"0.000";"43548"
"VALHALL";"1987";"3.478";"0.622";"0.336";"0.000";"4.436";"0.000";"43548"
"VALHALL";"1988";"3.699";"0.709";"0.334";"0.000";"4.743";"0.000";"43548"
"VALHALL";"1989";"4.239";"0.842";"0.376";"0.000";"5.457";"0.000";"43548"
"VALHALL";"1990";"4.156";"0.919";"0.375";"0.000";"5.450";"0.000";"43548"
"VALHALL";"1991";"3.744";"0.818";"0.249";"0.000";"4.811";"0.000";"43548"
"VALHALL";"1992";"4.046";"0.928";"0.228";"0.000";"5.202";"0.000";"43548"
"VALHALL";"1993";"3.537";"0.800";"0.191";"0.000";"4.527";"0.000";"43548"
"VALHALL";"1994";"3.155";"0.667";"0.165";"0.000";"3.988";"0.000";"43548"
"VALHALL";"1995";"3.490";"0.788";"0.191";"0.000";"4.468";"0.000";"43548"
"VALHALL";"1996";"4.035";"0.880";"0.227";"0.000";"5.141";"0.000";"43548"
"VALHALL";"1997";"4.527";"0.940";"0.251";"0.000";"5.718";"0.000";"43548"
"VALHALL";"1998";"5.168";"0.965";"0.241";"0.000";"6.375";"0.000";"43548"
"VALHALL";"1999";"5.310";"1.036";"0.258";"0.000";"6.605";"0.000";"43548"
"VALHALL";"2000";"4.578";"0.889";"0.222";"0.000";"5.689";"0.203";"43548"
"VALHALL";"2001";"4.363";"0.882";"0.213";"0.000";"5.458";"0.267";"43548"
"VALHALL";"2002";"4.181";"0.875";"0.200";"0.000";"5.255";"0.334";"43548"
"VALHALL";"2003";"4.155";"0.632";"0.197";"0.000";"4.984";"0.344";"43548"
"VALHALL";"2004";"4.773";"0.968";"0.234";"0.000";"5.974";"0.517";"43548"
"VALHALL";"2005";"4.830";"0.956";"0.232";"0.000";"6.018";"0.577";"43548"
"VALHALL";"2006";"4.041";"0.772";"0.210";"0.000";"5.024";"0.844";"43548"
"VALHALL";"2007";"3.411";"0.608";"0.166";"0.000";"4.185";"0.693";"43548"
"VALHALL";"2008";"2.811";"0.486";"0.144";"0.000";"3.441";"0.709";"43548"
"VALHALL";"2009";"2.266";"0.349";"0.112";"0.000";"2.727";"0.406";"43548"
"VALHALL";"2010";"2.090";"0.338";"0.104";"0.000";"2.532";"0.397";"43548"
"VALHALL";"2011";"1.642";"0.250";"0.074";"0.000";"1.966";"0.351";"43548"
"VALHALL";"2012";"0.964";"0.134";"0.043";"0.000";"1.142";"0.296";"43548"
"VALHALL";"2013";"1.768";"0.237";"0.076";"0.000";"2.081";"0.341";"43548"
"VALHALL";"2014";"2.225";"0.381";"0.115";"0.000";"2.721";"0.488";"43548"
"VALHALL";"2015";"2.403";"0.436";"0.123";"0.000";"2.962";"0.596";"43548"
"VALHALL";"2016";"1.997";"0.370";"0.100";"0.000";"2.467";"0.680";"43548"
"VALHALL";"2017";"1.769";"0.305";"0.085";"0.000";"2.160";"0.791";"43548"
"VALHALL";"2018";"1.863";"0.308";"0.088";"0.000";"2.259";"0.848";"43548"
"VALHALL";"2019";"2.046";"0.315";"0.099";"0.000";"2.459";"0.842";"43548"
"VALHALL";"2020";"2.640";"0.414";"0.120";"0.000";"3.175";"0.936";"43548"
"VALHALL";"2021";"2.399";"0.404";"0.108";"0.000";"2.911";"0.928";"43548"
"VALHALL";"2022";"2.031";"0.351";"0.090";"0.000";"2.472";"0.309";"43548"
"VALHALL";"2023";"1.658";"0.284";"0.074";"0.000";"2.016";"0.495";"43548"
"VARG";"1998";"0.010";"0.000";"0.000";"0.000";"0.010";"0.000";"43451"
"VARG";"1999";"1.743";"0.000";"0.000";"0.000";"1.743";"0.000";"43451"
"VARG";"2000";"1.738";"0.000";"0.000";"0.000";"1.738";"0.296";"43451"
"VARG";"2001";"1.185";"0.000";"0.000";"0.000";"1.185";"1.067";"43451"
"VARG";"2002";"0.784";"0.000";"0.000";"0.000";"0.784";"1.392";"43451"
"VARG";"2003";"0.921";"0.000";"0.000";"0.000";"0.921";"0.769";"43451"
"VARG";"2004";"1.207";"0.000";"0.000";"0.000";"1.207";"0.366";"43451"
"VARG";"2005";"1.281";"0.000";"0.000";"0.000";"1.281";"0.327";"43451"
"VARG";"2006";"0.854";"0.000";"0.000";"0.000";"0.854";"0.874";"43451"
"VARG";"2007";"0.797";"0.000";"0.000";"0.000";"0.797";"1.681";"43451"
"VARG";"2008";"0.703";"0.000";"0.000";"0.000";"0.703";"1.656";"43451"
"VARG";"2009";"0.789";"0.000";"0.000";"0.000";"0.789";"1.034";"43451"
"VARG";"2010";"1.420";"0.000";"0.000";"0.000";"1.420";"0.694";"43451"
"VARG";"2011";"0.972";"0.000";"0.000";"0.000";"0.972";"0.499";"43451"
"VARG";"2012";"0.647";"0.000";"0.000";"0.000";"0.647";"0.997";"43451"
"VARG";"2013";"0.460";"0.000";"0.000";"0.000";"0.460";"0.942";"43451"
"VARG";"2014";"0.399";"0.127";"0.016";"0.014";"0.556";"1.361";"43451"
"VARG";"2015";"0.320";"0.079";"0.010";"0.004";"0.413";"1.179";"43451"
"VARG";"2016";"0.101";"0.091";"0.012";"0.004";"0.209";"0.397";"43451"
"VEGA";"2010";"0.018";"0.000";"0.005";"0.001";"0.024";"0.010";"4467595"
"VEGA";"2011";"0.658";"0.742";"0.360";"0.044";"1.804";"0.052";"4467595"
"VEGA";"2012";"0.858";"1.042";"0.627";"0.062";"2.589";"0.176";"4467595"
"VEGA";"2013";"0.999";"1.490";"0.866";"0.098";"3.453";"0.017";"4467595"
"VEGA";"2014";"1.183";"1.666";"1.052";"0.114";"4.015";"0.020";"4467595"
"VEGA";"2015";"1.115";"1.686";"1.024";"0.109";"3.934";"0.027";"4467595"
"VEGA";"2016";"0.903";"1.671";"1.049";"0.000";"3.624";"0.028";"4467595"
"VEGA";"2017";"0.578";"1.268";"0.843";"0.000";"2.689";"0.021";"4467595"
"VEGA";"2018";"0.547";"1.434";"0.942";"0.000";"2.924";"0.024";"4467595"
"VEGA";"2019";"0.468";"1.503";"0.788";"0.000";"2.758";"0.022";"4467595"
"VEGA";"2020";"0.427";"1.575";"0.928";"0.000";"2.930";"0.026";"4467595"
"VEGA";"2021";"0.354";"1.223";"0.632";"0.000";"2.209";"0.020";"4467595"
"VEGA";"2022";"0.548";"1.481";"0.409";"0.000";"2.438";"0.023";"4467595"
"VEGA";"2023";"0.331";"1.363";"0.377";"0.000";"2.071";"0.022";"4467595"
"VESLEFRIKK";"1990";"2.873";"0.000";"0.158";"0.000";"3.031";"0.000";"43618"
"VESLEFRIKK";"1991";"3.489";"0.000";"0.220";"0.000";"3.709";"0.000";"43618"
"VESLEFRIKK";"1992";"3.953";"0.000";"0.247";"0.000";"4.200";"0.000";"43618"
"VESLEFRIKK";"1993";"3.932";"0.117";"0.232";"0.000";"4.281";"0.000";"43618"
"VESLEFRIKK";"1994";"4.443";"0.253";"0.260";"0.000";"4.956";"0.000";"43618"
"VESLEFRIKK";"1995";"4.458";"0.408";"0.257";"0.000";"5.122";"0.000";"43618"
"VESLEFRIKK";"1996";"4.069";"0.432";"0.252";"0.000";"4.753";"0.000";"43618"
"VESLEFRIKK";"1997";"3.475";"0.139";"0.086";"0.000";"3.700";"0.000";"43618"
"VESLEFRIKK";"1998";"3.268";"0.277";"0.164";"0.000";"3.709";"0.000";"43618"
"VESLEFRIKK";"1999";"1.899";"0.112";"0.069";"0.000";"2.080";"0.000";"43618"
"VESLEFRIKK";"2000";"2.405";"0.199";"0.143";"0.000";"2.747";"3.112";"43618"
"VESLEFRIKK";"2001";"1.977";"0.065";"0.064";"0.000";"2.105";"3.854";"43618"
"VESLEFRIKK";"2002";"1.645";"0.029";"0.026";"0.000";"1.700";"4.551";"43618"
"VESLEFRIKK";"2003";"1.686";"0.031";"0.023";"0.000";"1.739";"4.191";"43618"
"VESLEFRIKK";"2004";"1.589";"0.022";"0.022";"0.000";"1.632";"5.073";"43618"
"VESLEFRIKK";"2005";"1.527";"0.044";"0.035";"0.000";"1.606";"4.460";"43618"
"VESLEFRIKK";"2006";"1.113";"0.033";"0.019";"0.000";"1.166";"5.006";"43618"
"VESLEFRIKK";"2007";"0.909";"0.003";"0.002";"0.000";"0.914";"5.491";"43618"
"VESLEFRIKK";"2008";"0.702";"0.003";"0.002";"0.000";"0.706";"4.762";"43618"
"VESLEFRIKK";"2009";"0.678";"0.002";"0.001";"0.000";"0.682";"5.233";"43618"
"VESLEFRIKK";"2010";"0.766";"0.000";"0.000";"0.000";"0.766";"6.364";"43618"
"VESLEFRIKK";"2011";"0.707";"0.019";"0.012";"0.000";"0.738";"5.000";"43618"
"VESLEFRIKK";"2012";"0.746";"0.127";"0.091";"0.000";"0.965";"5.036";"43618"
"VESLEFRIKK";"2013";"0.536";"0.165";"0.101";"0.000";"0.802";"3.553";"43618"
"VESLEFRIKK";"2014";"0.477";"0.260";"0.161";"0.000";"0.898";"3.630";"43618"
"VESLEFRIKK";"2015";"0.440";"0.343";"0.197";"0.000";"0.981";"4.341";"43618"
"VESLEFRIKK";"2016";"0.388";"0.317";"0.177";"0.000";"0.882";"4.722";"43618"
"VESLEFRIKK";"2017";"0.315";"0.213";"0.114";"0.000";"0.642";"3.857";"43618"
"VESLEFRIKK";"2018";"0.276";"0.208";"0.115";"0.000";"0.600";"3.143";"43618"
"VESLEFRIKK";"2019";"0.240";"0.143";"0.079";"0.000";"0.462";"2.610";"43618"
"VESLEFRIKK";"2020";"0.234";"0.122";"0.067";"0.000";"0.423";"2.684";"43618"
"VESLEFRIKK";"2021";"0.123";"0.099";"0.047";"0.000";"0.269";"1.367";"43618"
"VESLEFRIKK";"2022";"0.003";"0.006";"0.002";"0.000";"0.011";"0.038";"43618"
"VEST EKOFISK";"1977";"0.753";"0.257";"0.000";"0.000";"1.009";"0.000";"43513"
"VEST EKOFISK";"1978";"3.847";"4.346";"0.000";"0.000";"8.193";"0.000";"43513"
"VEST EKOFISK";"1979";"2.136";"3.914";"0.241";"0.000";"6.291";"0.000";"43513"
"VEST EKOFISK";"1980";"1.162";"2.880";"0.350";"0.000";"4.391";"0.000";"43513"
"VEST EKOFISK";"1981";"0.546";"1.490";"0.188";"0.000";"2.224";"0.000";"43513"
"VEST EKOFISK";"1982";"0.522";"1.672";"0.229";"0.000";"2.423";"0.000";"43513"
"VEST EKOFISK";"1983";"0.517";"1.680";"0.280";"0.000";"2.478";"0.000";"43513"
"VEST EKOFISK";"1984";"0.399";"1.282";"0.207";"0.000";"1.888";"0.000";"43513"
"VEST EKOFISK";"1985";"0.381";"1.292";"0.226";"0.000";"1.899";"0.000";"43513"
"VEST EKOFISK";"1986";"0.332";"1.341";"0.218";"0.000";"1.891";"0.000";"43513"
"VEST EKOFISK";"1987";"0.283";"1.246";"0.202";"0.000";"1.731";"0.000";"43513"
"VEST EKOFISK";"1988";"0.284";"1.068";"0.205";"0.000";"1.557";"0.000";"43513"
"VEST EKOFISK";"1989";"0.213";"0.748";"0.138";"0.000";"1.099";"0.000";"43513"
"VEST EKOFISK";"1990";"0.157";"0.524";"0.095";"0.000";"0.777";"0.000";"43513"
"VEST EKOFISK";"1991";"0.119";"0.415";"0.064";"0.000";"0.597";"0.000";"43513"
"VEST EKOFISK";"1992";"0.099";"0.357";"0.049";"0.000";"0.504";"0.000";"43513"
"VEST EKOFISK";"1993";"0.108";"0.409";"0.058";"0.000";"0.575";"0.000";"43513"
"VEST EKOFISK";"1994";"0.097";"0.347";"0.051";"0.000";"0.495";"0.000";"43513"
"VEST EKOFISK";"1995";"0.071";"0.252";"0.039";"0.000";"0.362";"0.000";"43513"
"VEST EKOFISK";"1996";"0.055";"0.195";"0.029";"0.000";"0.279";"0.000";"43513"
"VEST EKOFISK";"1997";"0.046";"0.166";"0.026";"0.000";"0.238";"0.000";"43513"
"VEST EKOFISK";"1998";"0.026";"0.094";"0.016";"0.000";"0.135";"0.000";"43513"
"VIGDIS";"1997";"1.597";"0.000";"0.000";"0.000";"1.597";"0.000";"43732"
"VIGDIS";"1998";"4.724";"0.000";"0.000";"0.000";"4.724";"0.000";"43732"
"VIGDIS";"1999";"5.109";"0.000";"0.000";"0.000";"5.109";"0.000";"43732"
"VIGDIS";"2000";"4.198";"0.000";"0.000";"0.000";"4.198";"1.126";"43732"
"VIGDIS";"2001";"3.670";"0.000";"0.000";"0.000";"3.670";"2.284";"43732"
"VIGDIS";"2002";"3.053";"0.000";"0.000";"0.000";"3.053";"1.628";"43732"
"VIGDIS";"2003";"3.362";"0.038";"0.053";"0.000";"3.453";"3.173";"43732"
"VIGDIS";"2004";"3.587";"0.190";"0.258";"0.000";"4.035";"2.334";"43732"
"VIGDIS";"2005";"3.691";"0.187";"0.228";"0.000";"4.107";"1.991";"43732"
"VIGDIS";"2006";"3.758";"0.217";"0.328";"0.000";"4.304";"1.873";"43732"
"VIGDIS";"2007";"3.277";"0.209";"0.293";"0.000";"3.779";"2.612";"43732"
"VIGDIS";"2008";"3.069";"0.215";"0.180";"0.006";"3.469";"2.414";"43732"
"VIGDIS";"2009";"2.633";"0.199";"0.142";"0.008";"2.982";"2.868";"43732"
"VIGDIS";"2010";"1.971";"0.120";"0.081";"0.005";"2.177";"2.549";"43732"
"VIGDIS";"2011";"2.035";"0.142";"0.115";"0.005";"2.296";"3.748";"43732"
"VIGDIS";"2012";"1.862";"0.175";"0.146";"0.010";"2.193";"4.286";"43732"
"VIGDIS";"2013";"1.908";"0.104";"0.065";"0.003";"2.080";"4.116";"43732"
"VIGDIS";"2014";"2.209";"0.025";"0.078";"0.009";"2.321";"4.113";"43732"
"VIGDIS";"2015";"2.051";"0.000";"0.000";"0.000";"2.051";"4.720";"43732"
"VIGDIS";"2016";"1.735";"0.023";"0.168";"0.000";"1.926";"5.175";"43732"
"VIGDIS";"2017";"1.287";"0.031";"0.152";"0.000";"1.470";"4.456";"43732"
"VIGDIS";"2018";"1.384";"0.034";"0.157";"0.000";"1.575";"4.846";"43732"
"VIGDIS";"2019";"0.980";"0.012";"0.063";"0.000";"1.055";"4.226";"43732"
"VIGDIS";"2020";"0.718";"0.000";"0.000";"0.000";"0.718";"2.794";"43732"
"VIGDIS";"2021";"1.428";"0.000";"0.000";"0.000";"1.428";"3.830";"43732"
"VIGDIS";"2022";"1.325";"0.000";"0.000";"0.000";"1.325";"4.810";"43732"
"VIGDIS";"2023";"0.874";"0.000";"0.000";"0.000";"0.874";"2.905";"43732"
"VILJE";"2008";"0.527";"0.017";"0.000";"0.000";"0.545";"0.000";"3392471"
"VILJE";"2009";"1.557";"0.070";"0.000";"0.000";"1.627";"0.004";"3392471"
"VILJE";"2010";"1.783";"0.083";"0.000";"0.000";"1.866";"0.001";"3392471"
"VILJE";"2011";"1.772";"0.081";"0.000";"0.000";"1.854";"0.032";"3392471"
"VILJE";"2012";"1.764";"0.078";"0.000";"0.000";"1.842";"0.242";"3392471"
"VILJE";"2013";"1.318";"0.055";"0.000";"0.000";"1.373";"0.598";"3392471"
"VILJE";"2014";"1.089";"0.043";"0.000";"0.000";"1.132";"0.736";"3392471"
"VILJE";"2015";"0.789";"0.026";"0.000";"0.000";"0.815";"0.951";"3392471"
"VILJE";"2016";"0.818";"0.030";"0.000";"0.000";"0.849";"0.860";"3392471"
"VILJE";"2017";"0.655";"0.022";"0.000";"0.000";"0.677";"0.997";"3392471"
"VILJE";"2018";"0.484";"0.014";"0.000";"0.000";"0.498";"1.276";"3392471"
"VILJE";"2019";"0.294";"0.007";"0.000";"0.000";"0.302";"0.904";"3392471"
"VILJE";"2020";"0.293";"0.008";"0.000";"0.000";"0.301";"0.856";"3392471"
"VILJE";"2021";"0.198";"0.003";"0.000";"0.000";"0.202";"0.872";"3392471"
"VILJE";"2022";"0.164";"0.001";"0.000";"0.000";"0.165";"0.960";"3392471"
"VILJE";"2023";"0.111";"0.001";"0.000";"0.000";"0.112";"0.679";"3392471"
"VISUND";"1999";"0.628";"0.000";"0.000";"0.000";"0.628";"0.000";"43745"
"VISUND";"2000";"2.253";"0.000";"0.000";"0.000";"2.253";"0.581";"43745"
"VISUND";"2001";"2.536";"0.000";"0.000";"0.000";"2.536";"1.121";"43745"
"VISUND";"2002";"2.459";"0.000";"0.000";"0.000";"2.459";"0.668";"43745"
"VISUND";"2003";"2.021";"0.000";"0.000";"0.000";"2.021";"1.005";"43745"
"VISUND";"2004";"1.863";"0.000";"0.000";"0.000";"1.863";"1.487";"43745"
"VISUND";"2005";"1.116";"0.345";"0.043";"0.000";"1.504";"0.297";"43745"
"VISUND";"2006";"1.210";"1.039";"0.127";"0.000";"2.376";"0.597";"43745"
"VISUND";"2007";"2.251";"1.507";"0.133";"0.000";"3.891";"0.822";"43745"
"VISUND";"2008";"1.724";"0.793";"0.089";"0.000";"2.606";"0.374";"43745"
"VISUND";"2009";"1.563";"1.137";"0.133";"0.000";"2.834";"0.364";"43745"
"VISUND";"2010";"1.403";"1.116";"0.107";"0.000";"2.626";"0.446";"43745"
"VISUND";"2011";"0.669";"0.557";"0.039";"0.000";"1.265";"0.199";"43745"
"VISUND";"2012";"0.719";"0.456";"0.042";"0.000";"1.217";"0.323";"43745"
"VISUND";"2013";"1.043";"0.654";"0.074";"0.000";"1.770";"0.440";"43745"
"VISUND";"2014";"1.713";"0.575";"0.070";"0.000";"2.358";"1.283";"43745"
"VISUND";"2015";"2.166";"1.329";"0.137";"0.000";"3.632";"1.167";"43745"
"VISUND";"2016";"2.542";"2.392";"0.305";"0.000";"5.239";"1.452";"43745"
"VISUND";"2017";"1.949";"3.480";"0.427";"0.000";"5.856";"1.442";"43745"
"VISUND";"2018";"1.869";"4.374";"0.487";"0.000";"6.730";"1.778";"43745"
"VISUND";"2019";"1.510";"4.943";"0.529";"0.000";"6.983";"1.715";"43745"
"VISUND";"2020";"1.056";"4.277";"0.511";"0.000";"5.844";"1.453";"43745"
"VISUND";"2021";"1.019";"5.498";"0.587";"0.000";"7.105";"1.847";"43745"
"VISUND";"2022";"0.770";"5.760";"0.488";"0.000";"7.018";"1.418";"43745"
"VISUND";"2023";"0.457";"4.595";"0.438";"0.000";"5.489";"1.191";"43745"
"VISUND SØR";"2012";"0.049";"0.018";"0.005";"0.000";"0.072";"0.000";"20461008"
"VISUND SØR";"2013";"0.422";"0.499";"0.125";"0.000";"1.045";"0.029";"20461008"
"VISUND SØR";"2014";"0.559";"0.685";"0.179";"0.000";"1.423";"0.123";"20461008"
"VISUND SØR";"2015";"0.638";"0.775";"0.207";"0.000";"1.620";"0.374";"20461008"
"VISUND SØR";"2016";"0.336";"0.730";"0.186";"0.000";"1.252";"0.697";"20461008"
"VISUND SØR";"2017";"0.284";"0.775";"0.219";"0.000";"1.277";"0.320";"20461008"
"VISUND SØR";"2018";"0.205";"0.875";"0.226";"0.000";"1.305";"0.000";"20461008"
"VISUND SØR";"2019";"0.101";"0.550";"0.148";"0.000";"0.800";"0.010";"20461008"
"VISUND SØR";"2020";"0.065";"0.445";"0.118";"0.000";"0.628";"0.169";"20461008"
"VISUND SØR";"2021";"0.001";"0.005";"0.001";"0.000";"0.007";"0.002";"20461008"
"VISUND SØR";"2022";"0.000";"0.002";"0.000";"0.000";"0.003";"0.002";"20461008"
"VISUND SØR";"2023";"0.036";"0.030";"0.009";"0.000";"0.075";"0.000";"20461008"
"VOLUND";"2009";"0.009";"0.001";"0.000";"0.000";"0.010";"0.000";"4380167"
"VOLUND";"2010";"0.801";"0.078";"0.000";"0.000";"0.879";"0.001";"4380167"
"VOLUND";"2011";"1.831";"0.171";"0.000";"0.000";"2.002";"0.011";"4380167"
"VOLUND";"2012";"1.990";"0.181";"0.000";"0.000";"2.171";"0.064";"4380167"
"VOLUND";"2013";"1.864";"0.166";"0.000";"0.000";"2.031";"0.349";"4380167"
"VOLUND";"2014";"1.093";"0.128";"0.000";"0.000";"1.221";"1.065";"4380167"
"VOLUND";"2015";"0.724";"0.110";"0.000";"0.000";"0.834";"1.169";"4380167"
"VOLUND";"2016";"0.401";"0.052";"0.000";"0.000";"0.453";"0.917";"4380167"
"VOLUND";"2017";"0.575";"0.078";"0.000";"0.000";"0.653";"0.057";"4380167"
"VOLUND";"2018";"0.895";"0.166";"0.000";"0.000";"1.061";"0.467";"4380167"
"VOLUND";"2019";"0.644";"0.144";"0.000";"0.000";"0.789";"0.756";"4380167"
"VOLUND";"2020";"0.479";"0.096";"0.000";"0.000";"0.575";"0.889";"4380167"
"VOLUND";"2021";"0.284";"0.069";"0.000";"0.000";"0.354";"1.030";"4380167"
"VOLUND";"2022";"0.188";"0.076";"0.000";"0.000";"0.265";"0.890";"4380167"
"VOLUND";"2023";"0.095";"0.041";"0.000";"0.000";"0.137";"0.950";"4380167"
"VOLVE";"2008";"1.770";"0.155";"0.067";"0.026";"2.019";"0.005";"3420717"
"VOLVE";"2009";"2.717";"0.297";"0.116";"0.035";"3.165";"0.273";"3420717"
"VOLVE";"2010";"1.699";"0.157";"0.056";"0.017";"1.928";"1.889";"3420717"
"VOLVE";"2011";"0.859";"0.077";"0.025";"0.006";"0.967";"2.191";"3420717"
"VOLVE";"2012";"0.587";"0.045";"0.011";"0.003";"0.646";"2.110";"3420717"
"VOLVE";"2013";"0.572";"0.040";"0.006";"0.001";"0.619";"2.576";"3420717"
"VOLVE";"2014";"0.760";"0.014";"0.007";"0.000";"0.781";"2.716";"3420717"
"VOLVE";"2015";"0.881";"0.000";"0.014";"0.000";"0.895";"2.010";"3420717"
"VOLVE";"2016";"0.327";"0.028";"0.003";"0.000";"0.357";"1.573";"3420717"
"YME";"1996";"1.195";"0.000";"0.000";"0.000";"1.195";"0.000";"43807"
"YME";"1997";"1.980";"0.000";"0.000";"0.000";"1.980";"0.000";"43807"
"YME";"1998";"1.970";"0.000";"0.000";"0.000";"1.970";"0.000";"43807"
"YME";"1999";"1.484";"0.000";"0.000";"0.000";"1.484";"0.000";"43807"
"YME";"2000";"1.071";"0.000";"0.000";"0.000";"1.071";"0.688";"43807"
"YME";"2001";"0.207";"0.000";"0.000";"0.000";"0.207";"0.226";"43807"
"YME";"2021";"0.021";"0.000";"0.000";"0.000";"0.021";"0.008";"43807"
"YME";"2022";"0.531";"0.000";"0.000";"0.000";"0.531";"0.320";"43807"
"YME";"2023";"0.933";"0.000";"0.000";"0.000";"0.933";"0.928";"43807"
